id,observed_on_string,observed_on,scientific_name,common_name,observed_in
2389742,2015-11-10 08:53:24,2015-11-10,Polioptila caerulea,Blue-gray Gnatcatcher,Joshua Tree National Park
2401022,2013-01-04,2013-01-04,Phainopepla nitens,Phainopepla,Joshua Tree National Park
2402947,2014-12-16,2014-12-16,Haliaeetus leucocephalus,Bald Eagle,Joshua Tree National Park
2402997,2014-03-13,2014-03-13,Junco hyemalis caniceps,Gray-headed Junco,Joshua Tree National Park
2403031,2014-10-19,2014-10-19,Melanerpes lewis,Lewis's Woodpecker,Joshua Tree National Park
2403128,2015-08-10,2015-08-10,Empidonax traillii,Willow Flycatcher,Joshua Tree National Park
2403163,2015-09-18,2015-09-18,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
2403230,2013-08-09,2013-08-09,Piranga ludoviciana,Western Tanager,Joshua Tree National Park
2403254,2015-09-06,2015-09-06,Setophaga nigrescens,Black-throated Gray Warbler,Joshua Tree National Park
2403294,2015-09-06,2015-09-06,Molothrus ater,Brown-headed Cowbird,Joshua Tree National Park
2403318,2015-09-06,2015-09-06,Passerculus sandwichensis,Savannah Sparrow,Joshua Tree National Park
2403591,2015-09-06,2015-09-06,Passerina amoena,Lazuli Bunting,Joshua Tree National Park
2444733,2010-04-25,2010-04-25,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
2446922,2015-10-29 12:31:33,2015-10-29,Corvus corax,Common Raven,Joshua Tree National Park
2446930,2015-10-29 14:09:57,2015-10-29,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
2509085,2015-12-26 07:51:33,2015-12-26,Phainopepla nitens,Phainopepla,Joshua Tree National Park
2509089,2015-12-26 09:52:43,2015-12-26,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
2509094,2015-12-26 10:42:46,2015-12-26,Phainopepla nitens,Phainopepla,Joshua Tree National Park
2509098,2015-12-26 10:50:54,2015-12-26,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
2509108,2015-12-26 11:47:59,2015-12-26,Corvus corax,Common Raven,Joshua Tree National Park
2567412,2016-01-08 15:47:41,2016-01-08,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
2604884,2015-12-07,2015-12-07,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
2604894,2015-12-30,2015-12-30,Sayornis nigricans,Black Phoebe,Joshua Tree National Park
2604910,2015-12-07,2015-12-07,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
2604933,2016-01-01,2016-01-01,Accipiter striatus,Sharp-shinned Hawk,Joshua Tree National Park
2651238,Sat Feb 06 2016 16:20:41 GMT-0800 (PST),2016-02-06,Catherpes mexicanus,Canyon Wren,Joshua Tree National Park
2651239,Sat Feb 06 2016 16:21:17 GMT-0800 (PST),2016-02-06,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
2654743,Sun Feb 07 2016 15:27:03 GMT-0800 (PST),2016-02-07,Melozone crissalis,California Towhee,Joshua Tree National Park
2657671,2015-11-29,2015-11-29,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
2657732,2006-01-01 00:18:58,2006-01-01,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
2685318,2015-05-03 20:00:32,2015-05-03,Selasphorus rufus,Rufous Hummingbird,Joshua Tree National Park
2685328,2015-04-19 14:29:43,2015-04-19,Setophaga townsendi,Townsend's Warbler,Joshua Tree National Park
2703257,2015-12-28 10:04:00,2015-12-28,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
2704442,2016-02-19,2016-02-19,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
2721332,2016-02-12,2016-02-12,Calypte anna,Anna's Hummingbird,Joshua Tree National Park
2721347,2016-02-12,2016-02-12,Phainopepla nitens,Phainopepla,Joshua Tree National Park
2721380,2016-02-12,2016-02-12,Phainopepla nitens,Phainopepla,Joshua Tree National Park
2721411,2016-02-12,2016-02-12,Polioptila melanura,Black-tailed Gnatcatcher,Joshua Tree National Park
2721545,2016-02-13,2016-02-13,Calypte anna,Anna's Hummingbird,Joshua Tree National Park
2721555,2016-02-13,2016-02-13,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
2722516,2016-02-14,2016-02-14,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
2722569,2016-02-15,2016-02-15,Spizella breweri,Brewer's Sparrow,Joshua Tree National Park
2722619,2016-02-15,2016-02-15,Spizella passerina,Chipping Sparrow,Joshua Tree National Park
2722628,2016-02-15,2016-02-15,Sayornis saya,Say's Phoebe,Joshua Tree National Park
2722655,2016-02-15,2016-02-15,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
2750882,2016-03-05,2016-03-05,Corvus corax,Common Raven,Joshua Tree National Park
2751036,2016-03-05,2016-03-05,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
2788977,2016-03-12,2016-03-12,Icterus cucullatus,Hooded Oriole,Joshua Tree National Park
2792646,2016-03-14,2016-03-14,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
2792718,2016-03-14,2016-03-14,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
2908014,2016-04-09 10:05:49 AM PDT,2016-04-09,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
2955782,2016-04-03,2016-04-03,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
2963042,2016-03-13 15:46:23,2016-03-13,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
2963400,2016-04-17,2016-04-17,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
3057503,2016-04-28 5:30:00 PM PDT,2016-04-28,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
3094360,2016-04-29 14:08:52,2016-04-29,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
3094364,2016-04-29 16:58:59,2016-04-29,Cardellina pusilla,Wilson's Warbler,Joshua Tree National Park
3094524,2016-04-30 06:36:18,2016-04-30,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
3094526,2016-04-30 06:42:11,2016-04-30,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
3094529,2016-04-30 06:55:09,2016-04-30,Phainopepla nitens,Phainopepla,Joshua Tree National Park
3094539,2016-04-30 08:41:15,2016-04-30,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
3094541,2016-04-30 09:23:56,2016-04-30,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
3094656,2016-04-30 10:32:19,2016-04-30,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
3112907,2016-04-30 07:39:26,2016-04-30,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
3148953,2016-05-03 16:41:07,2016-05-03,Falco sparverius,American Kestrel,Joshua Tree National Park
3149030,2016-05-02 15:05:58,2016-05-02,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
3166161,2016-05-04 07:35:28,2016-05-04,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
3305014,Fri May 06 2016 11:32:00 GMT-0700 (PDT),2016-05-06,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
3307496,Sat May 07 2016 09:17:10 GMT-0700 (PDT),2016-05-07,Cardellina pusilla,Wilson's Warbler,Joshua Tree National Park
3307586,Sun May 22 2016 13:27:37 GMT-0700 (PDT),2016-05-22,Auriparus flaviceps,Verdin,Joshua Tree National Park
3315409,Fri May 06 2016 10:14:48 GMT-0700 (PDT),2016-05-06,Polioptila melanura,Black-tailed Gnatcatcher,Joshua Tree National Park
3397810,2016-06-06 16:20:35,2016-06-06,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
3437453,2016-05-01 15:41:41,2016-05-01,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
3438389,2016-05-01 15:57:04,2016-05-01,Icterus cucullatus,Hooded Oriole,Joshua Tree National Park
3438441,2016-05-01 15:59:00,2016-05-01,Haemorhous mexicanus,House Finch,Joshua Tree National Park
3438625,2016-05-01 16:08:13,2016-05-01,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
3440932,2016-05-01 17:14:05,2016-05-01,Setophaga townsendi,Townsend's Warbler,Joshua Tree National Park
3445415,2016-05-01 18:45:14,2016-05-01,Empidonax difficilis,Western Flycatcher,Joshua Tree National Park
3445553,2016-05-01 18:58:14,2016-05-01,Auriparus flaviceps,Verdin,Joshua Tree National Park
3460000,2016-05-01 20:29:59,2016-05-01,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
3523824,2016-05-14 12:08:10,2016-05-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
3523866,2016-05-14 12:23:19,2016-05-14,Pheucticus melanocephalus,Black-headed Grosbeak,Joshua Tree National Park
3527406,2016-05-14 13:09:30,2016-05-14,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
3529015,2016-05-14 14:32:35,2016-05-14,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
3529040,2016-05-14 15:00:32,2016-05-14,Phainopepla nitens,Phainopepla,Joshua Tree National Park
3529050,2016-05-14 15:05:09,2016-05-14,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
3537384,2016-05-14 17:35:15,2016-05-14,Piranga ludoviciana,Western Tanager,Joshua Tree National Park
3537425,2016-05-14 17:38:30,2016-05-14,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
3537437,2016-05-14 17:39:34,2016-05-14,Phainopepla nitens,Phainopepla,Joshua Tree National Park
3627103,2016/07/04 5:00 PM MST,2016-07-04,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
3704148,2016/07/13 7:40 PM PDT,2016-07-13,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
3765718,2016/07/28 7:24 AM PDT,2016-07-28,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
3780625,2016/07/31 11:35 AM EDT,2016-07-31,Toxostoma redivivum,California Thrasher,Joshua Tree National Park
3780626,2016/07/31 11:35 AM EDT,2016-07-31,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
3780628,2016/07/31 10:18 AM EDT,2016-07-31,Auriparus flaviceps,Verdin,Joshua Tree National Park
3780629,2016/07/31 9:43 AM EDT,2016-07-31,Cathartes aura,Turkey Vulture,Joshua Tree National Park
3780630,2016/07/31 9:57 AM EDT,2016-07-31,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
3780631,2016/07/31 9:41 AM EDT,2016-07-31,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
3780632,2016/07/31 9:00 AM EDT,2016-07-31,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
3780634,2016/07/31 9:01 AM EDT,2016-07-31,Amphispiza bilineata,Black-throated Sparrow,Joshua Tree National Park
3902942,2009-05-08 06:00:20,2009-05-08,Zenaida macroura,Mourning Dove,Joshua Tree National Park
3903130,Fri Aug 12 2016 06:16:50 GMT-0700 (PDT),2016-08-12,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
3903167,Fri Aug 12 2016 08:21:22 GMT-0700 (PDT),2016-08-12,Corvus corax,Common Raven,Joshua Tree National Park
3903169,Fri Aug 12 2016 09:20:10 GMT-0700 (PDT),2016-08-12,Cathartes aura,Turkey Vulture,Joshua Tree National Park
3903204,Fri Aug 12 2016 13:15:19 GMT-0700 (PDT),2016-08-12,Zenaida macroura,Mourning Dove,Joshua Tree National Park
3903210,Fri Aug 12 2016 13:54:25 GMT-0700 (PDT),2016-08-12,Cathartes aura,Turkey Vulture,Joshua Tree National Park
3907403,2009-05-11,2009-05-11,Catharus ustulatus,Swainson's Thrush,Joshua Tree National Park
3909985,2009-05-08,2009-05-08,Calypte costae,Costa's Hummingbird,Joshua Tree National Park
3975476,2016/08/22 7:27 AM PDT,2016-08-22,Myiarchus cinerascens,Ash-throated Flycatcher,Joshua Tree National Park
3975666,2016/08/22 7:18 AM PDT,2016-08-22,Icterus bullockii,Bullock's Oriole,Joshua Tree National Park
3975765,2016/08/22 7:25 AM PDT,2016-08-22,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
3975802,2016/08/22 7:39 AM PDT,2016-08-22,Corvus corax,Common Raven,Joshua Tree National Park
3975843,2016/08/22 7:59 AM PDT,2016-08-22,Buteo swainsoni,Swainson's Hawk,Joshua Tree National Park
4005617,2016/08/25 5:17 PM PDT,2016-08-25,Tyrannus verticalis,Western Kingbird,Joshua Tree National Park
4005627,2016/08/25 3:52 PM PDT,2016-08-25,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
4131428,2016/09/15 8:10 AM PDT,2016-09-15,Contopus sordidulus,Western Wood-Pewee,Joshua Tree National Park
4213134,2016/09/25 6:58 AM PDT,2016-09-25,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
4213135,2016/09/25 7:00 AM PDT,2016-09-25,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
4213140,2016/09/25 7:26 AM PDT,2016-09-25,Phainopepla nitens,Phainopepla,Joshua Tree National Park
4213144,2016/09/25 8:21 AM PDT,2016-09-25,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
4237755,Sat Apr 06 2013 11:30:59 GMT-0500 (CDT),2013-04-06,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
4237778,Sat Apr 06 2013 11:05:26 GMT-0500 (CDT),2013-04-06,Icterus parisorum,Scott's Oriole,Joshua Tree National Park
4494336,2016/01/18 3:36 PM BRST,2016-01-18,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
4494337,2016/01/18 4:08 PM BRST,2016-01-18,Zonotrichia leucophrys,White-crowned Sparrow,Joshua Tree National Park
4494338,2016/01/18 4:09 PM BRST,2016-01-18,Junco hyemalis,Dark-eyed Junco,Joshua Tree National Park
4494339,2016/01/18 4:33 PM BRST,2016-01-18,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
4494340,2016/01/18 5:20 PM BRST,2016-01-18,Catherpes mexicanus,Canyon Wren,Joshua Tree National Park
4494366,2016/01/21 8:15 AM BRST,2016-01-21,Junco hyemalis,Dark-eyed Junco,Joshua Tree National Park
4494367,2016/01/21 8:54 AM BRST,2016-01-21,Corthylio calendula,Ruby-crowned Kinglet,Joshua Tree National Park
4494368,2016/01/21 9:00 AM BRST,2016-01-21,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
4494369,2016/01/21 9:38 AM BRST,2016-01-21,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
4548761,2016/09/26 10:22 AM MST,2016-09-26,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
4554812,2016/09/26 11:37 AM MST,2016-09-26,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
4554992,2016/09/26 11:24 AM MST,2016-09-26,Corthylio calendula,Ruby-crowned Kinglet,Joshua Tree National Park
4602186,Fri Nov 18 2016 13:23:44 GMT-0800 (PST),2016-11-18,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
4602193,Fri Nov 18 2016 08:08:31 GMT-0800 (PST),2016-11-18,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
4602202,Fri Nov 18 2016 16:00:40 GMT-0800 (PST),2016-11-18,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
4602243,Fri Nov 18 2016 10:09:19 GMT-0800 (PST),2016-11-18,Myadestes townsendi,Townsend's Solitaire,Joshua Tree National Park
4619221,Sat Nov 19 2016 12:23:38 GMT-0800 (PST),2016-11-19,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
4620047,2016/11/22 3:07 PM PST,2016-11-22,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
4620048,2016/11/22 3:07 PM PST,2016-11-22,Corthylio calendula,Ruby-crowned Kinglet,Joshua Tree National Park
4620082,2016/11/22 4:48 PM PST,2016-11-22,Setophaga coronata,Yellow-rumped Warbler,Joshua Tree National Park
4620084,2016/11/22 4:58 PM PST,2016-11-22,Auriparus flaviceps,Verdin,Joshua Tree National Park
4620085,2016/11/22 4:34 PM PST,2016-11-22,Mimus polyglottos,Northern Mockingbird,Joshua Tree National Park
4620086,2016/11/22 5:06 PM PST,2016-11-22,Phainopepla nitens,Phainopepla,Joshua Tree National Park
4661953,2016/11/19 10:05 AM PST,2016-11-19,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
4789334,Fri Dec 16 2016 13:20:44 GMT-0800 (PST),2016-12-16,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
4841359,2016/12/20 12:28 PM PST,2016-12-20,Callipepla gambelii,Gambel's Quail,Joshua Tree National Park
4841360,2016/12/20 12:26 PM PST,2016-12-20,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
4841361,2016/12/20 12:25 PM PST,2016-12-20,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
4865405,2016/12/27 10:28 AM PST,2016-12-27,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
4865406,2016/12/27 10:21 AM PST,2016-12-27,Corvus corax,Common Raven,Joshua Tree National Park
4865409,2016/12/27 9:32 AM PST,2016-12-27,Dryobates scalaris,Ladder-backed Woodpecker,Joshua Tree National Park
4865410,2016/12/27 8:49 AM PST,2016-12-27,Phainopepla nitens,Phainopepla,Joshua Tree National Park
4865411,2016/12/27 9:24 AM PST,2016-12-27,Salpinctes obsoletus,Rock Wren,Joshua Tree National Park
4865413,2016/12/27 9:33 AM PST,2016-12-27,Auriparus flaviceps,Verdin,Joshua Tree National Park
4865543,2016/10/07 5:18 AM AEST,2016-10-07,Euphagus cyanocephalus,Brewer's Blackbird,Joshua Tree National Park
4963001,Mon Jan 16 2017 15:39:31 GMT-0800 (PST),2017-01-16,Geococcyx californianus,Greater Roadrunner,Joshua Tree National Park
4974350,2017/01/19 3:43 PM PST,2017-01-19,Campylorhynchus brunneicapillus,Cactus Wren,Joshua Tree National Park
5012893,2010/12/16 5:25 PM EST,2010-12-16,Sialia currucoides,Mountain Bluebird,Joshua Tree National Park
5057719,2000-11-20 9:00:00 AM PST,2000-11-20,Aegolius acadicus,Northern Saw-whet Owl,Joshua Tree National Park
5070168,Tue Jan 31 2017 11:59:09 GMT-0800 (PST),2017-01-31,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
5070171,Tue Jan 31 2017 11:10:14 GMT-0800 (PST),2017-01-31,Thryomanes bewickii,Bewick's Wren,Joshua Tree National Park
5070174,Tue Jan 31 2017 10:19:57 GMT-0800 (PST),2017-01-31,Lanius ludovicianus,Loggerhead Shrike,Joshua Tree National Park
5070175,Tue Jan 31 2017 10:04:56 GMT-0800 (PST),2017-01-31,Buteo jamaicensis,Red-tailed Hawk,Joshua Tree National Park
5121762,2017/02/16 9:50 AM PST,2017-02-16,Phainopepla nitens,Phainopepla,Joshua Tree National Park
5121773,2017/02/16 9:51 AM PST,2017-02-16,Colaptes auratus cafer,Northern Red-shafted Flicker,Joshua Tree National Park
5121795,2017/02/16 9:53 AM PST,2017-02-16,Auriparus flaviceps,Verdin,Joshua Tree National Park
5124464,2017/02/04 12:46 PM PST,2017-02-04,Phainopepla nitens,Phainopepla,Joshua Tree National Park
5124741,2017/02/03 11:06 AM PST,2017-02-03,Phainopepla nitens,Phainopepla,Joshua Tree National Park
5138375,2017-02-19 11:22:34,2017-02-19,Catherpes mexicanus,Canyon Wren,Joshua Tree National Park
5207140,2013/02/18 3:54 PM PST,2013-02-18,Polioptila melanura,Black-tailed Gnatcatcher,Joshua Tree National Park
5227704,Sat Mar 04 2017 16:30:57 GMT-0800 (PST),2017-03-04,Phainopepla nitens,Phainopepla,Joshua Tree National Park
5239974,2017/03/05 10:39 AM PST,2017-03-05,Phainopepla nitens,Phainopepla,Joshua Tree National Park
5239976,2017/03/05 10:39 AM PST,2017-03-05,Phainopepla nitens,Phainopepla,Joshua Tree National Park
5241179,Sun Mar 05 2017 09:59:05 GMT-0800 (PST),2017-03-05,Calypte,Anna's and Costa's Hummingbirds,Joshua Tree National Park
5241400,Sun Mar 05 2017 11:12:58 GMT-0800 (PST),2017-03-05,Aphelocoma californica,California Scrub-Jay,Joshua Tree National Park
5241793,Sun Mar 05 2017 10:26:45 GMT-0800 (PST),2017-03-05,Bucephala albeola,Bufflehead,Joshua Tree National Park
5252962,Sun Mar 05 2017 17:02:49 GMT-0600 (CST),2017-03-05,Calypte anna,Anna's Hummingbird,Joshua Tree National Park
5460580,2017/03/23 9:26 AM PDT,2017-03-23,Calypte anna,Anna's Hummingbird,Joshua Tree National Park
