id,observed_on_string,observed_on,user_login,scientific_name,common_name
4303546,2016/09/05 4:22 PM HST,2016-09-05,raulagrait,Euphagus cyanocephalus,Brewer's Blackbird
4375499,Sun Oct 16 2016 21:14:16 GMT-0700 (PDT),2016-10-16,ligocsicnarf,Euphagus cyanocephalus,Brewer's Blackbird
4375525,Sun Oct 16 2016 21:14:32 GMT-0700 (PDT),2016-10-16,ligocsicnarf,Corvus corax,Common Raven
4452073,2006-02-10,2006-02-10,johnny_ray,Junco hyemalis,Dark-eyed Junco
4474086,2016/10/11 10:27 AM BRT,2016-10-11,claudiakomesu,Junco hyemalis,Dark-eyed Junco
4474087,2016/10/11 10:51 AM BRT,2016-10-11,claudiakomesu,Dryobates pubescens,Downy Woodpecker
4474088,2016/10/11 10:55 AM BRT,2016-10-11,claudiakomesu,Pipilo maculatus,Spotted Towhee
4474089,2016/10/12 11:09 AM BRT,2016-10-12,claudiakomesu,Dryocopus pileatus,Pileated Woodpecker
4474090,2016/10/12 12:50 PM BRT,2016-10-12,claudiakomesu,Certhia americana,Brown Creeper
4474091,2016/10/13 12:01 PM BRT,2016-10-13,claudiakomesu,Zonotrichia atricapilla,Golden-crowned Sparrow
4474092,2016/10/13 4:32 PM BRT,2016-10-13,claudiakomesu,Cyanocitta stelleri,Steller's Jay
4474093,2016/10/13 5:16 PM BRT,2016-10-13,claudiakomesu,Colaptes auratus,Northern Flicker
4474094,2016/10/13 5:58 PM BRT,2016-10-13,claudiakomesu,Catharus guttatus,Hermit Thrush
4474095,2016/10/14 12:42 PM BRT,2016-10-14,claudiakomesu,Dryobates albolarvatus,White-headed Woodpecker
4478187,2016/10/12 11:41 AM BRT,2016-10-12,claudiakomesu,Regulus satrapa,Golden-crowned Kinglet
4504456,2010/10/31 5:43 PM PDT,2010-10-31,mazer,Anas platyrhynchos,Mallard
4511432,2010/10/31 1:58 PM PDT,2010-10-31,mazer,Corvus corax,Common Raven
4516380,2016/11/06 10:26 AM PST,2016-11-06,redabbott,Picoides arcticus,Black-backed Woodpecker
4516459,2016/11/06 11:20 AM PST,2016-11-06,redabbott,Dendragapus fuliginosus,Sooty Grouse
4517328,2016/11/06 11:02 AM PST,2016-11-06,redabbott,Poecile gambeli,Mountain Chickadee
4517332,2016/11/06 11:04 AM PST,2016-11-06,redabbott,Myadestes townsendi,Townsend's Solitaire
4579722,2010/02/06 9:16 PM PST,2010-02-06,madfox,Corvus corax,Common Raven
4579723,2010/02/05 8:18 PM PST,2010-02-05,madfox,Corvus corax,Common Raven
4579724,2010/02/06 11:05 PM PST,2010-02-06,madfox,Corvus corax,Common Raven
4579725,2010/02/07 4:02 AM PST,2010-02-07,madfox,Corvus corax,Common Raven
4592887,2015-05-20 16:57:23,2015-05-20,terathopius,Sitta canadensis,Red-breasted Nuthatch
4653688,2016/11/25 4:04 PM PST,2016-11-25,metsa,Dryocopus pileatus,Pileated Woodpecker
4663091,2016/11/21 8:46 AM PST,2016-11-21,nicetim,Dryocopus pileatus,Pileated Woodpecker
4740308,2016-09-25,2016-09-25,truecenter,Corvus corax,Common Raven
4798150,2016/12/11 1:43 PM HST,2016-12-11,raulagrait,Cyanocitta stelleri,Steller's Jay
4798174,2016/12/11 1:46 PM HST,2016-12-11,raulagrait,Sialia mexicana,Western Bluebird
4798185,2016/12/11 1:47 PM HST,2016-12-11,raulagrait,Melanerpes formicivorus,Acorn Woodpecker
4798188,2016/12/11 1:48 PM HST,2016-12-11,raulagrait,Sialia mexicana,Western Bluebird
4816193,2016/12/11 12:06 PM PST,2016-12-11,stalkerbob,Corvus corax,Common Raven
4816194,2016/12/11 12:49 PM PST,2016-12-11,stalkerbob,Sialia mexicana,Western Bluebird
4816208,2016/12/12 2:31 PM PST,2016-12-12,stalkerbob,Dryobates albolarvatus,White-headed Woodpecker
4816223,2016/12/13 12:36 PM PST,2016-12-13,stalkerbob,Cyanocitta stelleri,Steller's Jay
4816225,2016/12/13 2:30 PM PST,2016-12-13,stalkerbob,Dryobates villosus,Hairy Woodpecker
4830017,2016/12/11 3:34 PM HST,2016-12-11,raulagrait,Poecile gambeli,Mountain Chickadee
4836604,2016/12/13 10:36 AM HST,2016-12-13,raulagrait,Junco hyemalis,Dark-eyed Junco
4836605,2016/12/12 4:01 PM HST,2016-12-12,raulagrait,Turdus migratorius,American Robin
4836865,2016/12/13 2:23 PM HST,2016-12-13,raulagrait,Corvus corax,Common Raven
4836866,2016/12/13 3:29 PM HST,2016-12-13,raulagrait,Dryobates villosus,Hairy Woodpecker
4876804,Mon Aug 08 2016 13:25:25 GMT-0700 (PDT),2016-08-08,bethpratt1,Sialia currucoides,Mountain Bluebird
4899367,Wed May 27 2015 11:20:25 GMT-0700 (PDT),2015-05-27,scottryden,Corvus corax,Common Raven
4927209,2016/08/03 11:48 AM PDT,2016-08-03,peregrinetracy,Cinclus mexicanus,American Dipper
4931016,2016/07/31 9:48 AM PDT,2016-07-31,peregrinetracy,Dendragapus fuliginosus,Sooty Grouse
5032290,Sun Jan 29 2017 15:41:34 GMT-0800 (PST),2017-01-29,curlewsailor,Corvus corax,Common Raven
5032294,Sun Jan 29 2017 10:53:55 GMT-0800 (PST),2017-01-29,curlewsailor,Cyanocitta stelleri,Steller's Jay
5032297,Sun Jan 29 2017 09:55:27 GMT-0800 (PST),2017-01-29,curlewsailor,Catharus guttatus,Hermit Thrush
5048839,2005-05-14 13:17:39,2005-05-14,birdgal5,Corvus corax,Common Raven
5067335,Sun Feb 05 2017 14:36:27 GMT-0800 (PST),2017-02-05,damontighe,Corvus corax,Common Raven
5181845,2007/07/07 6:05 PM PDT,2007-07-07,silverpeakwildman,Dendragapus fuliginosus,Sooty Grouse
5197196,2012/06/03 2:13 PM PDT,2012-06-03,silverpeakwildman,Corvus corax,Common Raven
5247732,2016/09/20 8:54 AM PDT,2016-09-20,naturenate,Dendragapus fuliginosus,Sooty Grouse
5342946,Wed Mar 15 2017 17:01:05 GMT-0700 (PDT),2017-03-15,lafing90,Turdus migratorius,American Robin
5382097,Fri Mar 17 2017 12:26:02 GMT-0700 (PDT),2017-03-17,lafing90,Cyanocitta stelleri,Steller's Jay
5434453,2007/08/08 1:34 AM PDT,2007-08-08,neontetraploid,Cyanocitta stelleri,Steller's Jay
5502681,Wed Mar 29 2017 13:01:26 GMT-0700 (PDT),2017-03-29,lizwong,Turdus migratorius,American Robin
5514652,2014/02/27 10:41 AM PST,2014-02-27,sandiegomike,Haliaeetus leucocephalus,Bald Eagle
5514751,2014/02/28 11:51 AM PST,2014-02-28,sandiegomike,Turdus migratorius,American Robin
5524429,2017/03/26 10:50 AM HST,2017-03-26,raulagrait,Turdus migratorius,American Robin
5524430,2017/03/26 10:48 AM HST,2017-03-26,raulagrait,Cyanocitta stelleri,Steller's Jay
5524431,2017/03/26 11:03 AM HST,2017-03-26,raulagrait,Sayornis nigricans,Black Phoebe
5524432,2017/03/26 10:57 AM HST,2017-03-26,raulagrait,Melospiza melodia,Song Sparrow
5524536,2017/03/26 12:46 PM HST,2017-03-26,raulagrait,Cyanocitta stelleri,Steller's Jay
5524538,2017/03/26 12:38 PM HST,2017-03-26,raulagrait,Melanerpes formicivorus,Acorn Woodpecker
5524539,2017/03/26 12:46 PM HST,2017-03-26,raulagrait,Melospiza melodia,Song Sparrow
5524540,2017/03/26 12:44 PM HST,2017-03-26,raulagrait,Agelaius phoeniceus,Red-winged Blackbird
5524665,2017/03/26 1:26 PM HST,2017-03-26,raulagrait,Setophaga coronata,Yellow-rumped Warbler
5524956,2017/03/26 1:26 PM HST,2017-03-26,raulagrait,Corthylio calendula,Ruby-crowned Kinglet
5525002,2017/03/26 1:23 PM HST,2017-03-26,raulagrait,Junco hyemalis,Dark-eyed Junco
5525003,2017/03/26 1:21 PM HST,2017-03-26,raulagrait,Turdus migratorius,American Robin
5525073,2017/03/26 2:41 PM HST,2017-03-26,raulagrait,Corvus corax,Common Raven
5525075,2017/03/26 3:54 PM HST,2017-03-26,raulagrait,Certhia americana,Brown Creeper
5525675,2017/03/27 8:22 AM HST,2017-03-27,raulagrait,Melanerpes formicivorus,Acorn Woodpecker
5525676,2017/03/27 9:22 AM HST,2017-03-27,raulagrait,Sialia mexicana,Western Bluebird
5525677,2017/03/27 9:18 AM HST,2017-03-27,raulagrait,Turdus migratorius,American Robin
5525678,2017/03/27 9:31 AM HST,2017-03-27,raulagrait,Setophaga coronata,Yellow-rumped Warbler
5525679,2017/03/27 8:21 AM HST,2017-03-27,raulagrait,Aphelocoma californica,California Scrub-Jay
5525680,2017/03/27 8:20 AM HST,2017-03-27,raulagrait,Turdus migratorius,American Robin
5525681,2017/03/27 8:00 AM HST,2017-03-27,raulagrait,Falco sparverius,American Kestrel
5538190,2017/03/27 4:33 PM HST,2017-03-27,raulagrait,Melospiza melodia,Song Sparrow
5538191,2017/03/27 4:16 PM HST,2017-03-27,raulagrait,Anas platyrhynchos,Mallard
5538192,2017/03/27 4:03 PM HST,2017-03-27,raulagrait,Turdus migratorius,American Robin
5538219,2017/03/27 5:56 PM HST,2017-03-27,raulagrait,Calypte anna,Anna's Hummingbird
5538220,2017/03/27 5:57 PM HST,2017-03-27,raulagrait,Turdus migratorius,American Robin
5538221,2017/03/27 5:58 PM HST,2017-03-27,raulagrait,Poecile gambeli,Mountain Chickadee
5542144,2017/03/27 6:49 PM HST,2017-03-27,raulagrait,Colaptes auratus,Northern Flicker
5542145,2017/03/27 6:55 PM HST,2017-03-27,raulagrait,Falco sparverius,American Kestrel
5547341,2017/03/28 11:46 AM HST,2017-03-28,raulagrait,Anas platyrhynchos,Mallard
5547342,2017/03/28 11:29 AM HST,2017-03-28,raulagrait,Junco hyemalis,Dark-eyed Junco
5547343,2017/03/28 11:55 AM HST,2017-03-28,raulagrait,Sayornis nigricans,Black Phoebe
5547344,2017/03/28 11:59 AM HST,2017-03-28,raulagrait,Corvus corax,Common Raven
5547588,2017/03/28 12:05 PM HST,2017-03-28,raulagrait,Melospiza melodia,Song Sparrow
5548164,2017/03/28 12:09 PM HST,2017-03-28,raulagrait,Stelgidopteryx serripennis,Northern Rough-winged Swallow
5548258,2017/03/28 1:40 PM HST,2017-03-28,raulagrait,Melospiza melodia,Song Sparrow
5548259,2017/03/28 12:59 PM HST,2017-03-28,raulagrait,Melanerpes formicivorus,Acorn Woodpecker
5548260,2017/03/28 1:40 PM HST,2017-03-28,raulagrait,Certhia americana,Brown Creeper
5548335,2017/03/28 3:17 PM HST,2017-03-28,raulagrait,Mergus merganser,Common Merganser
5548438,2017/03/28 3:39 PM HST,2017-03-28,raulagrait,Cyanocitta stelleri,Steller's Jay
5548439,2017/03/28 3:38 PM HST,2017-03-28,raulagrait,Melanerpes formicivorus,Acorn Woodpecker
5549912,2017/03/28 6:24 PM HST,2017-03-28,raulagrait,Cinclus mexicanus,American Dipper
5550116,2017/03/29 12:18 PM HST,2017-03-29,raulagrait,Junco hyemalis,Dark-eyed Junco
5550158,2017/03/29 4:38 PM HST,2017-03-29,raulagrait,Corvus corax,Common Raven
5592821,2017-04-06 12:44:22 PM PDT,2017-04-06,melfelt3,Cyanocitta stelleri,Steller's Jay
5648541,Sat Apr 08 2017 17:13:16 GMT-0700 (PDT),2017-04-08,loscheiner,Mergus merganser americanus,American Common Merganser
5668375,2017/04/11 10:19 AM PDT,2017-04-11,debaraj,Dryobates albolarvatus,White-headed Woodpecker
5668477,2017/04/11 8:26 AM PDT,2017-04-11,debaraj,Turdus migratorius,American Robin
5668487,2017/04/10 1:01 PM PDT,2017-04-10,debaraj,Corvus corax,Common Raven
5668499,2017/04/10 9:47 AM PDT,2017-04-10,debaraj,Junco hyemalis,Dark-eyed Junco
5668531,2017/04/10 9:32 AM PDT,2017-04-10,debaraj,Cyanocitta stelleri,Steller's Jay
5686195,2017-04-12,2017-04-12,rhislop,Turdus migratorius,American Robin
5696042,2017-04-11,2017-04-11,diego4nature,Melanerpes formicivorus,Acorn Woodpecker
5707193,2017-04-10,2017-04-10,diego4nature,Cyanocitta stelleri,Steller's Jay
5741403,2016/06/16 5:02 PM PDT,2016-06-16,howardfriedman1,Corvus corax,Common Raven
5743246,2016/10/08 4:39 PM PDT,2016-10-08,howardfriedman1,Corvus corax,Common Raven
5861213,2017/04/10 3:54 PM PDT,2017-04-10,diego4nature,Anas platyrhynchos,Mallard
5861284,2017/04/11 2:27 PM PDT,2017-04-11,diego4nature,Agelaius phoeniceus,Red-winged Blackbird
5940891,2017-04-24 12:53:29 PM PDT,2017-04-24,donendicott,Dryocopus pileatus,Pileated Woodpecker
6023466,2017/04/10 12:58 PM PDT,2017-04-10,diego4nature,Junco hyemalis,Dark-eyed Junco
6083702,Wed Apr 26 2017 13:36:05 GMT-0700 (PDT),2017-04-26,calochortus_goff,Euphagus cyanocephalus,Brewer's Blackbird
6097015,Thu May 04 2017 15:46:20 GMT-0700 (PDT),2017-05-04,jiamingli,Agelaius phoeniceus,Red-winged Blackbird
6127791,2017-05-06 6:46:05 PM PDT,2017-05-06,dreamalligator,Corvus corax,Common Raven
6136983,2017-05-07 1:45:36 PM PDT,2017-05-07,dreamalligator,Cyanocitta stelleri,Steller's Jay
6193036,Tue May 09 2017 12:06:27 GMT-0700 (PDT),2017-05-09,limey_bean,Agelaius phoeniceus,Red-winged Blackbird
6193039,Tue May 09 2017 12:26:45 GMT-0700 (PDT),2017-05-09,limey_bean,Turdus migratorius,American Robin
6193042,Tue May 09 2017 12:57:00 GMT-0700 (PDT),2017-05-09,limey_bean,Cyanocitta stelleri,Steller's Jay
6252319,Wed May 17 2017 13:59:22 GMT-0700 (PDT),2017-05-17,monicawahl,Dryocopus pileatus,Pileated Woodpecker
6325636,2017-05-19 10:32:05 AM PDT,2017-05-19,stevennoyes,Turdus migratorius,American Robin
6325639,2017-05-19 11:39:25 AM PDT,2017-05-19,stevennoyes,Anas platyrhynchos,Mallard
6325642,2017-05-19 12:08:35 PM PDT,2017-05-19,stevennoyes,Agelaius phoeniceus,Red-winged Blackbird
6325646,2017-05-20 7:45:14 AM PDT,2017-05-20,stevennoyes,Euphagus cyanocephalus,Brewer's Blackbird
6325647,2017-05-20 8:27:10 AM PDT,2017-05-20,stevennoyes,Cyanocitta stelleri,Steller's Jay
6325648,2017-05-20 7:26:20 PM PDT,2017-05-20,stevennoyes,Cyanocitta stelleri,Steller's Jay
6325881,2017-05-20 7:26:20 PM PDT,2017-05-20,stevennoyes,Mergus merganser,Common Merganser
6354733,Wed May 24 2017 13:23:11 GMT-0700 (PDT),2017-05-24,clifechris,Cyanocitta stelleri,Steller's Jay
6447191,Mon May 29 2017 15:03:26 GMT-0700 (PDT),2017-05-29,austin59,Cyanocitta stelleri,Steller's Jay
6538434,2017/05/15 11:44 AM PDT,2017-05-15,sandiegomike,Mergus merganser,Common Merganser
6538499,2017/05/15 2:56 PM PDT,2017-05-15,sandiegomike,Turdus migratorius,American Robin
6538549,2017/05/16 11:24 AM PDT,2017-05-16,sandiegomike,Mergus merganser,Common Merganser
6538557,2017/05/16 11:24 AM PDT,2017-05-16,sandiegomike,Mergus merganser,Common Merganser
6538638,2017/05/16 2:54 PM PDT,2017-05-16,sandiegomike,Cyanocitta stelleri,Steller's Jay
6538765,2017/05/16 3:04 PM PDT,2017-05-16,sandiegomike,Anas platyrhynchos,Mallard
6538904,2017/05/19 7:58 AM PDT,2017-05-19,sandiegomike,Dryobates albolarvatus,White-headed Woodpecker
6714204,Tue Jun 13 2017 13:08:54 GMT-0700 (PDT),2017-06-13,nathangrosse,Corvus corax,Common Raven
6738483,Fri Jun 16 2017 14:01:17 GMT-0700 (PDT),2017-06-16,jessica235,Cyanocitta stelleri,Steller's Jay
6751472,Wed Jun 21 2017 11:07:20 GMT-0700 (PDT),2017-06-21,bethpratt1,Haliaeetus leucocephalus,Bald Eagle
6751479,Wed Jun 21 2017 11:07:20 GMT-0700 (PDT),2017-06-21,bethpratt1,Sialia currucoides,Mountain Bluebird
6793651,Sun Jun 25 2017 09:00:56 GMT-0700 (PDT),2017-06-25,shuqiyu,Cyanocitta stelleri,Steller's Jay
6810861,2017/06/12 12:39 PM PDT,2017-06-12,donendicott,Dryobates albolarvatus,White-headed Woodpecker
6819954,2017/06/25 1:14 PM UTC,2017-06-25,clem,Colaptes auratus,Northern Flicker
6819957,2017/06/25 2:15 PM UTC,2017-06-25,clem,Pipilo chlorurus,Green-tailed Towhee
6820431,2017/06/05 2:25 AM SGT,2017-06-05,marcelfinlay,Piranga ludoviciana,Western Tanager
6838998,Tue Jun 27 2017 07:55:29 GMT-0700 (PDT),2017-06-27,daniellemurcia,Cyanocitta stelleri,Steller's Jay
6921655,Tue Jul 04 2017 14:36:10 GMT-0700 (PDT),2017-07-04,devincallahan,Dryobates albolarvatus,White-headed Woodpecker
6991739,Sun Jul 09 2017 15:03:45 GMT-0700 (PDT),2017-07-09,lena9,Dryobates albolarvatus,White-headed Woodpecker
7017418,Fri Jul 07 2017 15:13:57 GMT-0700 (PDT),2017-07-07,robinelizabeth410,Cyanocitta stelleri,Steller's Jay
7021987,2017/07/08 6:11 AM PDT,2017-07-08,siyu6974,Meleagris gallopavo,Wild Turkey
7021988,2017/07/09 8:07 AM PDT,2017-07-09,siyu6974,Euphagus cyanocephalus,Brewer's Blackbird
7021993,2017/07/09 11:36 AM PDT,2017-07-09,siyu6974,Euphagus cyanocephalus,Brewer's Blackbird
7034184,2017/07/09 5:16 PM EDT,2017-07-09,kha,Setophaga coronata auduboni,Audubon's Warbler
7044548,2017/07/07 8:38 PM EDT,2017-07-07,kha,Mergus merganser,Common Merganser
7044596,2017/07/07 9:36 PM EDT,2017-07-07,kha,Junco hyemalis,Dark-eyed Junco
7067467,Fri Jul 14 2017 09:16:30 GMT-0700 (PDT),2017-07-14,nniu,Cyanocitta stelleri,Steller's Jay
7140034,2017/07/08 1:52 PM EDT,2017-07-08,kha,Cyanocitta stelleri,Steller's Jay
7140035,2017/07/08 2:03 PM EDT,2017-07-08,kha,Certhia americana,Brown Creeper
7140043,2017/07/08 2:42 PM EDT,2017-07-08,kha,Setophaga petechia,Yellow Warbler
7140464,2017/07/08 7:38 PM EDT,2017-07-08,kha,Melospiza melodia,Song Sparrow
7140471,2017/07/08 7:57 PM EDT,2017-07-08,kha,Piranga ludoviciana,Western Tanager
7140472,2017/07/08 8:01 PM EDT,2017-07-08,kha,Melospiza melodia,Song Sparrow
7140473,2017/07/08 8:05 PM EDT,2017-07-08,kha,Pheucticus melanocephalus,Black-headed Grosbeak
7140476,2017/07/08 8:09 PM EDT,2017-07-08,kha,Buteo lineatus,Red-shouldered Hawk
7153172,2017/07/09 10:01 AM EDT,2017-07-09,kha,Pheucticus melanocephalus,Black-headed Grosbeak
7153173,2017/07/09 10:01 AM EDT,2017-07-09,kha,Pheucticus melanocephalus,Black-headed Grosbeak
7153174,2017/07/09 10:03 AM EDT,2017-07-09,kha,Cyanocitta stelleri,Steller's Jay
7153176,2017/07/09 11:48 AM EDT,2017-07-09,kha,Sayornis nigricans,Black Phoebe
7153177,2017/07/09 11:52 AM EDT,2017-07-09,kha,Setophaga nigrescens,Black-throated Gray Warbler
7153178,2017/07/09 11:53 AM EDT,2017-07-09,kha,Euphagus cyanocephalus,Brewer's Blackbird
7153182,2017/07/09 12:03 PM EDT,2017-07-09,kha,Vireo gilvus,Warbling Vireo
7160754,Sat Jul 22 2017 11:13:56 GMT-0700 (PDT),2017-07-22,curlewsailor,Buteo lineatus,Red-shouldered Hawk
7160755,Sat Jul 22 2017 11:13:07 GMT-0700 (PDT),2017-07-22,curlewsailor,Buteo lineatus,Red-shouldered Hawk
7168268,Sat Jul 22 2017 09:15:58 GMT-0700 (PDT),2017-07-22,curlewsailor,Agelaius phoeniceus,Red-winged Blackbird
7168277,Sat Jul 22 2017 09:59:53 GMT-0700 (PDT),2017-07-22,curlewsailor,Corvus corax,Common Raven
7168592,2017/07/21 12:20 PM PDT,2017-07-21,gyrrlfalcon,Pinicola enucleator,Pine Grosbeak
7191616,2017/07/20 5:32 PM PDT,2017-07-20,jschweg,Salpinctes obsoletus,Rock Wren
7191923,Mon Jul 24 2017 11:51:49 GMT-0700 (PDT),2017-07-24,curlewsailor,Anas platyrhynchos,Mallard
7192334,Mon Jul 24 2017 12:15:09 GMT-0700 (PDT),2017-07-24,curlewsailor,Piranga ludoviciana,Western Tanager
7206745,Sat May 20 2017 09:39:26 GMT-0400 (EDT),2017-05-20,mm763213,Cyanocitta stelleri,Steller's Jay
7234507,2017/07/21 10:26 AM PDT,2017-07-21,dpom,Melospiza lincolnii,Lincoln's Sparrow
7238396,2017/07/21 1:20 PM PDT,2017-07-21,leslie_flint,Pinicola enucleator,Pine Grosbeak
7244086,Wed Jul 12 2017 18:55:05 GMT-0700 (MST),2017-07-12,jveenstra73,Cyanocitta stelleri,Steller's Jay
7244139,Wed Jul 12 2017 16:13:41 GMT-0700 (MST),2017-07-12,jveenstra73,Pandion haliaetus,Osprey
7257159,2017/07/07 9:27 PM EDT,2017-07-07,kha,Colaptes auratus,Northern Flicker
7257161,2017/07/07 9:50 PM EDT,2017-07-07,kha,Piranga ludoviciana,Western Tanager
7257162,2017/07/07 9:27 PM EDT,2017-07-07,kha,Pheucticus melanocephalus,Black-headed Grosbeak
7342259,Mon Jul 31 2017 09:12:31 GMT-0700 (MST),2017-07-31,sweiser,Nucifraga columbiana,Clark's Nutcracker
7343852,Mon Jul 31 2017 12:29:03 GMT-0700 (MST),2017-07-31,sweiser,Corvus corax,Common Raven
7343879,Mon Jul 31 2017 13:26:09 GMT-0700 (MST),2017-07-31,sweiser,Corvus corax,Common Raven
7372165,2017/08/03 12:30 PM -0700,2017-08-03,rhislop,Nucifraga columbiana,Clark's Nutcracker
7375178,Sat Aug 05 2017 11:10:21 GMT-0700 (PDT),2017-08-05,clifechris,Corvus corax,Common Raven
7385808,Fri Aug 04 2017 17:35:07 GMT-0700 (PDT),2017-08-04,wyattherp,Dryocopus pileatus,Pileated Woodpecker
7385884,Sun Aug 06 2017 13:23:03 GMT-0700 (PDT),2017-08-06,wyattherp,Phalaenoptilus nuttallii,Common Poorwill
7385917,Fri Aug 04 2017 16:38:59 GMT-0700 (PDT),2017-08-04,chrisalises,Actitis macularius,Spotted Sandpiper
7386037,Fri Aug 04 2017 17:31:15 GMT-0700 (PDT),2017-08-04,chrisalises,Dryocopus pileatus,Pileated Woodpecker
7388192,Sun Aug 06 2017 10:18:23 GMT-0700 (PDT),2017-08-06,bethpratt1,Sialia currucoides,Mountain Bluebird
7388615,2013/04/21 2:29 PM UTC,2013-04-21,tgoulding,Cyanocitta stelleri,Steller's Jay
7416677,2014/06/25 6:04 PM HST,2014-06-25,coryimmele,Corvus corax,Common Raven
7429259,Wed Aug 09 2017 10:17:43 GMT-0700 (PDT),2017-08-09,kkpi,Cyanocitta stelleri,Steller's Jay
7442463,2017/07/10 8:47 PM CDT,2017-07-10,redwngblkbrd,Corvus corax,Common Raven
7442571,2017/07/10 8:55 PM CDT,2017-07-10,redwngblkbrd,Setophaga coronata,Yellow-rumped Warbler
7489783,2017/08/13 7:56 AM PDT,2017-08-13,biohexx1,Junco hyemalis,Dark-eyed Junco
7489790,2017/08/13 8:25 AM PDT,2017-08-13,biohexx1,Turdus migratorius,American Robin
7489866,2017/08/13 9:17 AM PDT,2017-08-13,biohexx1,Anas platyrhynchos,Mallard
7489883,2017/08/13 9:30 AM PDT,2017-08-13,biohexx1,Melospiza,Melospiza Sparrows
7490014,2017/08/13 12:23 PM PDT,2017-08-13,biohexx1,Cathartes aura,Turkey Vulture
7490117,2017/08/13 1:38 PM PDT,2017-08-13,biohexx1,Anas platyrhynchos,Mallard
7490149,2017/08/13 2:35 PM PDT,2017-08-13,biohexx1,Junco hyemalis,Dark-eyed Junco
7503368,Sun Aug 13 2017 18:38:58 GMT-0700 (PDT),2017-08-13,faerthen,Pinicola enucleator,Pine Grosbeak
7503378,Sun Aug 13 2017 18:41:22 GMT-0700 (PDT),2017-08-13,faerthen,Pinicola enucleator,Pine Grosbeak
7515833,Mon Apr 24 2017 20:46:03 GMT-0700 (PDT),2017-04-24,janeomick,Dryobates villosus,Hairy Woodpecker
7522301,Mon Aug 14 2017 07:58:26 GMT-0700 (PDT),2017-08-14,manxmannin,Dendragapus fuliginosus,Sooty Grouse
7522319,Mon Aug 14 2017 09:16:25 GMT-0700 (PDT),2017-08-14,manxmannin,Sphyrapicus ruber,Red-breasted Sapsucker
7522331,Mon Aug 14 2017 10:46:11 GMT-0700 (PDT),2017-08-14,manxmannin,Certhia americana,Brown Creeper
7522353,Mon Aug 14 2017 17:00:10 GMT-0700 (PDT),2017-08-14,manxmannin,Sayornis nigricans,Black Phoebe
7522362,Mon Aug 14 2017 17:22:54 GMT-0700 (PDT),2017-08-14,manxmannin,Dryobates villosus,Hairy Woodpecker
7559235,Thu Aug 17 2017 12:06:05 GMT-0700 (PDT),2017-08-17,hobbitbook,Lagopus leucura,White-tailed Ptarmigan
7581178,2017/08/11 2:25 PM PDT,2017-08-11,npdoty,Corvus corax,Common Raven
7581190,2017/08/11 3:19 PM PDT,2017-08-11,npdoty,Cyanocitta stelleri,Steller's Jay
7604995,2016-01-30 9:18:58 AM PST,2016-01-30,mtncrow,Corvus corax,Common Raven
7606166,Tue Aug 22 2017 10:38:42 GMT-0700 (PDT),2017-08-22,weverkaj,Dryobates villosus,Hairy Woodpecker
7652567,Fri Aug 25 2017 12:44:57 GMT-0700 (PDT),2017-08-25,herpslife,Dendragapus fuliginosus,Sooty Grouse
7691944,Sun Aug 20 2017 14:48:01 GMT-0700 (PDT),2017-08-20,chrish574,Cyanocitta stelleri,Steller's Jay
