id,observed_on_string,observed_on,time_observed_at,scientific_name,common_name
2509098,2015-12-26 10:50:54,2015-12-26,2015-12-26 18:50:54 +0000,Mimus polyglottos,Northern Mockingbird
2509108,2015-12-26 11:47:59,2015-12-26,2015-12-26 19:47:59 +0000,Corvus corax,Common Raven
2567412,2016-01-08 15:47:41,2016-01-08,2016-01-08 23:47:41 +0000,Zonotrichia leucophrys,White-crowned Sparrow
2604884,2015-12-07,2015-12-07,,Lanius ludovicianus,Loggerhead Shrike
2604894,2015-12-30,2015-12-30,,Sayornis nigricans,Black Phoebe
2604910,2015-12-07,2015-12-07,,Aphelocoma californica,California Scrub-Jay
2604933,2016-01-01,2016-01-01,,Accipiter striatus,Sharp-shinned Hawk
2651238,Sat Feb 06 2016 16:20:41 GMT-0800 (PST),2016-02-06,2016-02-07 00:20:41 +0000,Catherpes mexicanus,Canyon Wren
2651239,Sat Feb 06 2016 16:21:17 GMT-0800 (PST),2016-02-06,2016-02-07 00:21:17 +0000,Callipepla gambelii,Gambel's Quail
2654743,Sun Feb 07 2016 15:27:03 GMT-0800 (PST),2016-02-07,2016-02-07 23:27:03 +0000,Melozone crissalis,California Towhee
2657671,2015-11-29,2015-11-29,,Amphispiza bilineata,Black-throated Sparrow
2657732,2006-01-01 00:18:58,2006-01-01,2005-12-31 22:18:58 +0000,Campylorhynchus brunneicapillus,Cactus Wren
2685318,2015-05-03 20:00:32,2015-05-03,2015-05-04 03:00:32 +0000,Selasphorus rufus,Rufous Hummingbird
2685328,2015-04-19 14:29:43,2015-04-19,2015-04-19 21:29:43 +0000,Setophaga townsendi,Townsend's Warbler
2703257,2015-12-28 10:04:00,2015-12-28,2015-12-28 18:04:00 +0000,Callipepla gambelii,Gambel's Quail
2704442,2016-02-19,2016-02-19,,Lanius ludovicianus,Loggerhead Shrike
2721332,2016-02-12,2016-02-12,,Calypte anna,Anna's Hummingbird
2721347,2016-02-12,2016-02-12,,Phainopepla nitens,Phainopepla
2721380,2016-02-12,2016-02-12,,Phainopepla nitens,Phainopepla
2721411,2016-02-12,2016-02-12,,Polioptila melanura,Black-tailed Gnatcatcher
2721545,2016-02-13,2016-02-13,,Calypte anna,Anna's Hummingbird
2721555,2016-02-13,2016-02-13,,Salpinctes obsoletus,Rock Wren
2722516,2016-02-14,2016-02-14,,Callipepla gambelii,Gambel's Quail
2722569,2016-02-15,2016-02-15,,Spizella breweri,Brewer's Sparrow
2722619,2016-02-15,2016-02-15,,Spizella passerina,Chipping Sparrow
2722628,2016-02-15,2016-02-15,,Sayornis saya,Say's Phoebe
2722655,2016-02-15,2016-02-15,,Buteo jamaicensis,Red-tailed Hawk
2750882,2016-03-05,2016-03-05,,Corvus corax,Common Raven
2751036,2016-03-05,2016-03-05,,Lanius ludovicianus,Loggerhead Shrike
2788977,2016-03-12,2016-03-12,,Icterus cucullatus,Hooded Oriole
2792646,2016-03-14,2016-03-14,,Icterus parisorum,Scott's Oriole
2792718,2016-03-14,2016-03-14,,Icterus parisorum,Scott's Oriole
2908014,2016-04-09 10:05:49 AM PDT,2016-04-09,2016-04-09 17:05:49 +0000,Calypte costae,Costa's Hummingbird
2955782,2016-04-03,2016-04-03,,Icterus parisorum,Scott's Oriole
2963042,2016-03-13 15:46:23,2016-03-13,2016-03-13 22:46:23 +0000,Thryomanes bewickii,Bewick's Wren
2963400,2016-04-17,2016-04-17,,Amphispiza bilineata,Black-throated Sparrow
3057503,2016-04-28 5:30:00 PM PDT,2016-04-28,2016-04-29 00:30:00 +0000,Callipepla gambelii,Gambel's Quail
3094360,2016-04-29 14:08:52,2016-04-29,2016-04-29 21:08:52 +0000,Campylorhynchus brunneicapillus,Cactus Wren
3094364,2016-04-29 16:58:59,2016-04-29,2016-04-29 23:58:59 +0000,Cardellina pusilla,Wilson's Warbler
3094524,2016-04-30 06:36:18,2016-04-30,2016-04-30 13:36:18 +0000,Thryomanes bewickii,Bewick's Wren
3094526,2016-04-30 06:42:11,2016-04-30,2016-04-30 13:42:11 +0000,Aphelocoma californica,California Scrub-Jay
3094529,2016-04-30 06:55:09,2016-04-30,2016-04-30 13:55:09 +0000,Phainopepla nitens,Phainopepla
3094539,2016-04-30 08:41:15,2016-04-30,2016-04-30 15:41:15 +0000,Icterus parisorum,Scott's Oriole
3094541,2016-04-30 09:23:56,2016-04-30,2016-04-30 16:23:56 +0000,Callipepla gambelii,Gambel's Quail
3094656,2016-04-30 10:32:19,2016-04-30,2016-04-30 17:32:19 +0000,Buteo jamaicensis,Red-tailed Hawk
3112907,2016-04-30 07:39:26,2016-04-30,2016-04-30 14:39:26 +0000,Icterus parisorum,Scott's Oriole
3148953,2016-05-03 16:41:07,2016-05-03,2016-05-03 23:41:07 +0000,Falco sparverius,American Kestrel
3149030,2016-05-02 15:05:58,2016-05-02,2016-05-02 22:05:58 +0000,Callipepla gambelii,Gambel's Quail
3166161,2016-05-04 07:35:28,2016-05-04,2016-05-04 14:35:28 +0000,Mimus polyglottos,Northern Mockingbird
3305014,Fri May 06 2016 11:32:00 GMT-0700 (PDT),2016-05-06,2016-05-06 18:32:00 +0000,Amphispiza bilineata,Black-throated Sparrow
3307496,Sat May 07 2016 09:17:10 GMT-0700 (PDT),2016-05-07,2016-05-07 16:17:10 +0000,Cardellina pusilla,Wilson's Warbler
3307586,Sun May 22 2016 13:27:37 GMT-0700 (PDT),2016-05-22,2016-05-22 20:27:37 +0000,Auriparus flaviceps,Verdin
3315409,Fri May 06 2016 10:14:48 GMT-0700 (PDT),2016-05-06,2016-05-06 17:14:48 +0000,Polioptila melanura,Black-tailed Gnatcatcher
3397810,2016-06-06 16:20:35,2016-06-06,2016-06-06 23:20:35 +0000,Callipepla gambelii,Gambel's Quail
3437453,2016-05-01 15:41:41,2016-05-01,2016-05-01 22:41:41 +0000,Callipepla gambelii,Gambel's Quail
3438389,2016-05-01 15:57:04,2016-05-01,2016-05-01 22:57:04 +0000,Icterus cucullatus,Hooded Oriole
3438441,2016-05-01 15:59:00,2016-05-01,2016-05-01 22:59:00 +0000,Haemorhous mexicanus,House Finch
3438625,2016-05-01 16:08:13,2016-05-01,2016-05-01 23:08:13 +0000,Calypte costae,Costa's Hummingbird
3440932,2016-05-01 17:14:05,2016-05-01,2016-05-02 00:14:05 +0000,Setophaga townsendi,Townsend's Warbler
3445415,2016-05-01 18:45:14,2016-05-01,2016-05-02 01:45:14 +0000,Empidonax difficilis,Western Flycatcher
3445553,2016-05-01 18:58:14,2016-05-01,2016-05-02 01:58:14 +0000,Auriparus flaviceps,Verdin
3460000,2016-05-01 20:29:59,2016-05-01,2016-05-02 03:29:59 +0000,Amphispiza bilineata,Black-throated Sparrow
3523824,2016-05-14 12:08:10,2016-05-14,2016-05-14 19:08:10 +0000,Amphispiza bilineata,Black-throated Sparrow
3523866,2016-05-14 12:23:19,2016-05-14,2016-05-14 19:23:19 +0000,Pheucticus melanocephalus,Black-headed Grosbeak
3527406,2016-05-14 13:09:30,2016-05-14,2016-05-14 20:09:30 +0000,Thryomanes bewickii,Bewick's Wren
3529015,2016-05-14 14:32:35,2016-05-14,2016-05-14 21:32:35 +0000,Salpinctes obsoletus,Rock Wren
3529040,2016-05-14 15:00:32,2016-05-14,2016-05-14 22:00:32 +0000,Phainopepla nitens,Phainopepla
3529050,2016-05-14 15:05:09,2016-05-14,2016-05-14 22:05:09 +0000,Amphispiza bilineata,Black-throated Sparrow
3537384,2016-05-14 17:35:15,2016-05-14,2016-05-15 00:35:15 +0000,Piranga ludoviciana,Western Tanager
3537425,2016-05-14 17:38:30,2016-05-14,2016-05-15 00:38:30 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
3537437,2016-05-14 17:39:34,2016-05-14,2016-05-15 00:39:34 +0000,Phainopepla nitens,Phainopepla
3627103,2016/07/04 5:00 PM MST,2016-07-04,2016-07-04 23:00:00 +0000,Buteo jamaicensis,Red-tailed Hawk
3704148,2016/07/13 7:40 PM PDT,2016-07-13,2016-07-14 02:40:00 +0000,Callipepla gambelii,Gambel's Quail
3765718,2016/07/28 7:24 AM PDT,2016-07-28,2016-07-28 14:24:00 +0000,Geococcyx californianus,Greater Roadrunner
3780625,2016/07/31 11:35 AM EDT,2016-07-31,2016-07-31 15:35:00 +0000,Toxostoma redivivum,California Thrasher
3780626,2016/07/31 11:35 AM EDT,2016-07-31,2016-07-31 15:35:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
3780628,2016/07/31 10:18 AM EDT,2016-07-31,2016-07-31 14:18:00 +0000,Auriparus flaviceps,Verdin
3780629,2016/07/31 9:43 AM EDT,2016-07-31,2016-07-31 13:43:00 +0000,Cathartes aura,Turkey Vulture
3780630,2016/07/31 9:57 AM EDT,2016-07-31,2016-07-31 13:57:00 +0000,Lanius ludovicianus,Loggerhead Shrike
3780631,2016/07/31 9:41 AM EDT,2016-07-31,2016-07-31 13:41:00 +0000,Salpinctes obsoletus,Rock Wren
3780632,2016/07/31 9:00 AM EDT,2016-07-31,2016-07-31 13:00:00 +0000,Amphispiza bilineata,Black-throated Sparrow
3780634,2016/07/31 9:01 AM EDT,2016-07-31,2016-07-31 13:01:00 +0000,Amphispiza bilineata,Black-throated Sparrow
3902942,2009-05-08 06:00:20,2009-05-08,2009-05-08 13:00:20 +0000,Zenaida macroura,Mourning Dove
3903130,Fri Aug 12 2016 06:16:50 GMT-0700 (PDT),2016-08-12,2016-08-12 13:16:50 +0000,Campylorhynchus brunneicapillus,Cactus Wren
3903167,Fri Aug 12 2016 08:21:22 GMT-0700 (PDT),2016-08-12,2016-08-12 15:21:22 +0000,Corvus corax,Common Raven
3903169,Fri Aug 12 2016 09:20:10 GMT-0700 (PDT),2016-08-12,2016-08-12 16:20:10 +0000,Cathartes aura,Turkey Vulture
3903204,Fri Aug 12 2016 13:15:19 GMT-0700 (PDT),2016-08-12,2016-08-12 20:15:19 +0000,Zenaida macroura,Mourning Dove
3903210,Fri Aug 12 2016 13:54:25 GMT-0700 (PDT),2016-08-12,2016-08-12 20:54:25 +0000,Cathartes aura,Turkey Vulture
3907403,2009-05-11,2009-05-11,,Catharus ustulatus,Swainson's Thrush
3909985,2009-05-08,2009-05-08,,Calypte costae,Costa's Hummingbird
3975476,2016/08/22 7:27 AM PDT,2016-08-22,2016-08-22 14:27:00 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
3975666,2016/08/22 7:18 AM PDT,2016-08-22,2016-08-22 14:18:00 +0000,Icterus bullockii,Bullock's Oriole
3975765,2016/08/22 7:25 AM PDT,2016-08-22,2016-08-22 14:25:00 +0000,Mimus polyglottos,Northern Mockingbird
3975802,2016/08/22 7:39 AM PDT,2016-08-22,2016-08-22 14:39:00 +0000,Corvus corax,Common Raven
3975843,2016/08/22 7:59 AM PDT,2016-08-22,2016-08-22 14:59:00 +0000,Buteo swainsoni,Swainson's Hawk
4005617,2016/08/25 5:17 PM PDT,2016-08-25,2016-08-26 00:17:00 +0000,Tyrannus verticalis,Western Kingbird
4005627,2016/08/25 3:52 PM PDT,2016-08-25,2016-08-25 22:52:00 +0000,Aphelocoma californica,California Scrub-Jay
4131428,2016/09/15 8:10 AM PDT,2016-09-15,2016-09-15 15:10:00 +0000,Contopus sordidulus,Western Wood-Pewee
4213134,2016/09/25 6:58 AM PDT,2016-09-25,2016-09-25 13:58:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
4213135,2016/09/25 7:00 AM PDT,2016-09-25,2016-09-25 14:00:00 +0000,Mimus polyglottos,Northern Mockingbird
4213140,2016/09/25 7:26 AM PDT,2016-09-25,2016-09-25 14:26:00 +0000,Phainopepla nitens,Phainopepla
4213144,2016/09/25 8:21 AM PDT,2016-09-25,2016-09-25 15:21:00 +0000,Geococcyx californianus,Greater Roadrunner
4237755,Sat Apr 06 2013 11:30:59 GMT-0500 (CDT),2013-04-06,2013-04-06 16:30:59 +0000,Callipepla gambelii,Gambel's Quail
4237778,Sat Apr 06 2013 11:05:26 GMT-0500 (CDT),2013-04-06,2013-04-06 16:05:26 +0000,Icterus parisorum,Scott's Oriole
4494336,2016/01/18 3:36 PM BRST,2016-01-18,2016-01-18 17:36:00 +0000,Aphelocoma californica,California Scrub-Jay
4494337,2016/01/18 4:08 PM BRST,2016-01-18,2016-01-18 18:08:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
4494338,2016/01/18 4:09 PM BRST,2016-01-18,2016-01-18 18:09:00 +0000,Junco hyemalis,Dark-eyed Junco
4494339,2016/01/18 4:33 PM BRST,2016-01-18,2016-01-18 18:33:00 +0000,Salpinctes obsoletus,Rock Wren
4494340,2016/01/18 5:20 PM BRST,2016-01-18,2016-01-18 19:20:00 +0000,Catherpes mexicanus,Canyon Wren
4494366,2016/01/21 8:15 AM BRST,2016-01-21,2016-01-21 10:15:00 +0000,Junco hyemalis,Dark-eyed Junco
4494367,2016/01/21 8:54 AM BRST,2016-01-21,2016-01-21 10:54:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
4494368,2016/01/21 9:00 AM BRST,2016-01-21,2016-01-21 11:00:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
4494369,2016/01/21 9:38 AM BRST,2016-01-21,2016-01-21 11:38:00 +0000,Thryomanes bewickii,Bewick's Wren
4548761,2016/09/26 10:22 AM MST,2016-09-26,2016-09-26 16:22:00 +0000,Thryomanes bewickii,Bewick's Wren
4554812,2016/09/26 11:37 AM MST,2016-09-26,2016-09-26 17:37:00 +0000,Aphelocoma californica,California Scrub-Jay
4554992,2016/09/26 11:24 AM MST,2016-09-26,2016-09-26 17:24:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
4602186,Fri Nov 18 2016 13:23:44 GMT-0800 (PST),2016-11-18,2016-11-18 21:23:44 +0000,Sialia currucoides,Mountain Bluebird
4602193,Fri Nov 18 2016 08:08:31 GMT-0800 (PST),2016-11-18,2016-11-18 16:08:31 +0000,Campylorhynchus brunneicapillus,Cactus Wren
4602202,Fri Nov 18 2016 16:00:40 GMT-0800 (PST),2016-11-18,2016-11-19 00:00:40 +0000,Salpinctes obsoletus,Rock Wren
4602243,Fri Nov 18 2016 10:09:19 GMT-0800 (PST),2016-11-18,2016-11-18 18:09:19 +0000,Myadestes townsendi,Townsend's Solitaire
4619221,Sat Nov 19 2016 12:23:38 GMT-0800 (PST),2016-11-19,2016-11-19 20:23:38 +0000,Aphelocoma californica,California Scrub-Jay
4620047,2016/11/22 3:07 PM PST,2016-11-22,2016-11-22 23:07:00 +0000,Salpinctes obsoletus,Rock Wren
4620048,2016/11/22 3:07 PM PST,2016-11-22,2016-11-22 23:07:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
4620082,2016/11/22 4:48 PM PST,2016-11-22,2016-11-23 00:48:00 +0000,Setophaga coronata,Yellow-rumped Warbler
4620084,2016/11/22 4:58 PM PST,2016-11-22,2016-11-23 00:58:00 +0000,Auriparus flaviceps,Verdin
4620085,2016/11/22 4:34 PM PST,2016-11-22,2016-11-23 00:34:00 +0000,Mimus polyglottos,Northern Mockingbird
4620086,2016/11/22 5:06 PM PST,2016-11-22,2016-11-23 01:06:00 +0000,Phainopepla nitens,Phainopepla
4661953,2016/11/19 10:05 AM PST,2016-11-19,2016-11-19 18:05:00 +0000,Buteo jamaicensis,Red-tailed Hawk
4789334,Fri Dec 16 2016 13:20:44 GMT-0800 (PST),2016-12-16,2016-12-16 21:20:44 +0000,Salpinctes obsoletus,Rock Wren
4841359,2016/12/20 12:28 PM PST,2016-12-20,2016-12-20 20:28:00 +0000,Callipepla gambelii,Gambel's Quail
4841360,2016/12/20 12:26 PM PST,2016-12-20,2016-12-20 20:26:00 +0000,Lanius ludovicianus,Loggerhead Shrike
4841361,2016/12/20 12:25 PM PST,2016-12-20,2016-12-20 20:25:00 +0000,Salpinctes obsoletus,Rock Wren
4865405,2016/12/27 10:28 AM PST,2016-12-27,2016-12-27 18:28:00 +0000,Aphelocoma californica,California Scrub-Jay
4865406,2016/12/27 10:21 AM PST,2016-12-27,2016-12-27 18:21:00 +0000,Corvus corax,Common Raven
4865409,2016/12/27 9:32 AM PST,2016-12-27,2016-12-27 17:32:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
4865410,2016/12/27 8:49 AM PST,2016-12-27,2016-12-27 16:49:00 +0000,Phainopepla nitens,Phainopepla
4865411,2016/12/27 9:24 AM PST,2016-12-27,2016-12-27 17:24:00 +0000,Salpinctes obsoletus,Rock Wren
4865413,2016/12/27 9:33 AM PST,2016-12-27,2016-12-27 17:33:00 +0000,Auriparus flaviceps,Verdin
4865543,2016/10/07 5:18 AM AEST,2016-10-07,2016-10-06 19:18:00 +0000,Euphagus cyanocephalus,Brewer's Blackbird
4963001,Mon Jan 16 2017 15:39:31 GMT-0800 (PST),2017-01-16,2017-01-16 23:39:31 +0000,Geococcyx californianus,Greater Roadrunner
4974350,2017/01/19 3:43 PM PST,2017-01-19,2017-01-19 23:43:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
5012893,2010/12/16 5:25 PM EST,2010-12-16,2010-12-16 22:25:00 +0000,Sialia currucoides,Mountain Bluebird
5057719,2000-11-20 9:00:00 AM PST,2000-11-20,2000-11-20 17:00:00 +0000,Aegolius acadicus,Northern Saw-whet Owl
5070168,Tue Jan 31 2017 11:59:09 GMT-0800 (PST),2017-01-31,2017-01-31 19:59:09 +0000,Aphelocoma californica,California Scrub-Jay
5070171,Tue Jan 31 2017 11:10:14 GMT-0800 (PST),2017-01-31,2017-01-31 19:10:14 +0000,Thryomanes bewickii,Bewick's Wren
5070174,Tue Jan 31 2017 10:19:57 GMT-0800 (PST),2017-01-31,2017-01-31 18:19:57 +0000,Lanius ludovicianus,Loggerhead Shrike
5070175,Tue Jan 31 2017 10:04:56 GMT-0800 (PST),2017-01-31,2017-01-31 18:04:56 +0000,Buteo jamaicensis,Red-tailed Hawk
5121762,2017/02/16 9:50 AM PST,2017-02-16,2017-02-16 17:50:00 +0000,Phainopepla nitens,Phainopepla
5121773,2017/02/16 9:51 AM PST,2017-02-16,2017-02-16 17:51:00 +0000,Colaptes auratus cafer,Northern Red-shafted Flicker
5121795,2017/02/16 9:53 AM PST,2017-02-16,2017-02-16 17:53:00 +0000,Auriparus flaviceps,Verdin
5124464,2017/02/04 12:46 PM PST,2017-02-04,2017-02-04 20:46:00 +0000,Phainopepla nitens,Phainopepla
5124741,2017/02/03 11:06 AM PST,2017-02-03,2017-02-03 19:06:00 +0000,Phainopepla nitens,Phainopepla
5138375,2017-02-19 11:22:34,2017-02-19,2017-02-19 19:22:34 +0000,Catherpes mexicanus,Canyon Wren
5207140,2013/02/18 3:54 PM PST,2013-02-18,2013-02-18 23:54:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
5227704,Sat Mar 04 2017 16:30:57 GMT-0800 (PST),2017-03-04,2017-03-05 00:30:57 +0000,Phainopepla nitens,Phainopepla
5239974,2017/03/05 10:39 AM PST,2017-03-05,2017-03-05 18:39:00 +0000,Phainopepla nitens,Phainopepla
5239976,2017/03/05 10:39 AM PST,2017-03-05,2017-03-05 18:39:00 +0000,Phainopepla nitens,Phainopepla
5241179,Sun Mar 05 2017 09:59:05 GMT-0800 (PST),2017-03-05,2017-03-05 17:59:05 +0000,Calypte,Anna's and Costa's Hummingbirds
5241400,Sun Mar 05 2017 11:12:58 GMT-0800 (PST),2017-03-05,2017-03-05 19:12:58 +0000,Aphelocoma californica,California Scrub-Jay
5241793,Sun Mar 05 2017 10:26:45 GMT-0800 (PST),2017-03-05,2017-03-05 18:26:45 +0000,Bucephala albeola,Bufflehead
5252962,Sun Mar 05 2017 17:02:49 GMT-0600 (CST),2017-03-05,2017-03-05 23:02:49 +0000,Calypte anna,Anna's Hummingbird
5460580,2017/03/23 9:26 AM PDT,2017-03-23,2017-03-23 16:26:00 +0000,Calypte anna,Anna's Hummingbird
5460802,2017/03/23 2:28 PM PDT,2017-03-23,2017-03-23 21:28:00 +0000,Buteo jamaicensis,Red-tailed Hawk
5460914,2017/03/23 5:22 PM PDT,2017-03-23,2017-03-24 00:22:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
5460915,2017/03/24 6:27 AM PDT,2017-03-24,2017-03-24 13:27:00 +0000,Amphispiza bilineata,Black-throated Sparrow
5460916,2017/03/23 4:56 PM PDT,2017-03-23,2017-03-23 23:56:00 +0000,Amphispiza bilineata,Black-throated Sparrow
5460917,2017/03/23 4:51 PM PDT,2017-03-23,2017-03-23 23:51:00 +0000,Callipepla gambelii,Gambel's Quail
5469470,2017/03/23 3:46 PM PDT,2017-03-23,2017-03-23 22:46:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
5469794,2017/03/23 5:27 PM PDT,2017-03-23,2017-03-24 00:27:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
5469796,2017/03/23 4:56 PM PDT,2017-03-23,2017-03-23 23:56:00 +0000,Callipepla gambelii,Gambel's Quail
5486155,2017/03/07 6:50 AM PST,2017-03-07,2017-03-07 14:50:00 +0000,Corvus corax,Common Raven
5486195,2017/03/07 6:54 AM PST,2017-03-07,2017-03-07 14:54:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
5493189,2016/09/27 12:34 PM PDT,2016-09-27,2016-09-27 19:34:00 +0000,Toxostoma lecontei,LeConte's Thrasher
5493248,2016/09/27 12:39 PM PDT,2016-09-27,2016-09-27 19:39:00 +0000,Amphispiza bilineata,Black-throated Sparrow
5570867,Sat Apr 01 2017 10:27:32 GMT-0700 (PDT),2017-04-01,2017-04-01 17:27:32 +0000,Amphispiza bilineata,Black-throated Sparrow
5571642,Sat Apr 01 2017 16:13:08 GMT-0700 (PDT),2017-04-01,2017-04-01 23:13:08 +0000,Auriparus flaviceps,Verdin
5576039,2017/04/04 12:31 AM UTC,2017-04-04,2017-04-04 12:31:00 +0000,Amphispiza bilineata,Black-throated Sparrow
5576495,2017/04/04 12:13 AM UTC,2017-04-04,2017-04-04 12:13:00 +0000,Calypte costae,Costa's Hummingbird
5578061,2017/03/20 11:31 AM PDT,2017-03-20,2017-03-20 18:31:00 +0000,Amphispiza bilineata,Black-throated Sparrow
5594366,2016/12/31 11:30 AM PST,2016-12-31,2016-12-31 19:30:00 +0000,Salpinctes obsoletus,Rock Wren
5594594,2017/01/02 8:49 AM PST,2017-01-02,2017-01-02 16:49:00 +0000,Amphispiza bilineata,Black-throated Sparrow
5594618,2017/01/02 10:05 AM PST,2017-01-02,2017-01-02 18:05:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
5594648,2017/01/05 10:20 AM PST,2017-01-05,2017-01-05 18:20:00 +0000,Oreoscoptes montanus,Sage Thrasher
5595092,2017/01/16 9:34 AM PST,2017-01-16,2017-01-16 17:34:00 +0000,Buteo jamaicensis,Red-tailed Hawk
5638252,Sun Apr 09 2017 14:48:25 GMT-0700 (PDT),2017-04-09,2017-04-09 21:48:25 +0000,Callipepla gambelii,Gambel's Quail
5643260,2017-04-10 2:52:08 PM PDT,2017-04-10,2017-04-10 21:52:08 +0000,Phainopepla nitens,Phainopepla
5648956,Sun Apr 09 2017 14:26:48 GMT-0700 (PDT),2017-04-09,2017-04-09 21:26:48 +0000,Polioptila melanura,Black-tailed Gnatcatcher
5867168,2015/10/23 4:57 PM PDT,2015-10-23,2015-10-23 23:57:00 +0000,Aphelocoma californica,California Scrub-Jay
5883538,2017/03/17 12:42 PM PDT,2017-03-17,2017-03-17 19:42:00 +0000,Amphispiza bilineata,Black-throated Sparrow
5967947,2017/04/23 1:16 PM PDT,2017-04-23,2017-04-23 20:16:00 +0000,Auriparus flaviceps,Verdin
5967948,2017/04/23 1:19 PM PDT,2017-04-23,2017-04-23 20:19:00 +0000,Pheucticus melanocephalus,Black-headed Grosbeak
5968507,2017/04/22 11:21 AM PDT,2017-04-22,2017-04-22 18:21:00 +0000,Amphispiza bilineata,Black-throated Sparrow
5968508,2017/04/22 9:44 AM PDT,2017-04-22,2017-04-22 16:44:00 +0000,Calypte costae,Costa's Hummingbird
5968509,2017/04/22 10:37 AM PDT,2017-04-22,2017-04-22 17:37:00 +0000,Eremophila alpestris,Horned Lark
5968510,2017/04/22 10:43 AM PDT,2017-04-22,2017-04-22 17:43:00 +0000,Phainopepla nitens,Phainopepla
5991617,2017/04/27 2:13 PM PDT,2017-04-27,2017-04-27 21:13:00 +0000,Tyto furcata,American Barn Owl
6003385,Tue Apr 25 2017 09:33:45 GMT-0700 (PDT),2017-04-25,2017-04-25 16:33:45 +0000,Cardellina pusilla,Wilson's Warbler
6024164,2017/04/22 6:38 PM PDT,2017-04-22,2017-04-23 01:38:00 +0000,Callipepla gambelii,Gambel's Quail
6028657,2017/04/29 7:22 AM PDT,2017-04-29,2017-04-29 14:22:00 +0000,Callipepla gambelii,Gambel's Quail
6028658,2017/04/29 7:44 AM PDT,2017-04-29,2017-04-29 14:44:00 +0000,Amphispiza bilineata,Black-throated Sparrow
6028662,2017/04/29 8:02 AM PDT,2017-04-29,2017-04-29 15:02:00 +0000,Leiothlypis ruficapilla,Nashville Warbler
6028664,2017/04/29 8:19 AM PDT,2017-04-29,2017-04-29 15:19:00 +0000,Setophaga occidentalis,Hermit Warbler
6028665,2017/04/29 8:22 AM PDT,2017-04-29,2017-04-29 15:22:00 +0000,Icterus parisorum,Scott's Oriole
6028667,2017/04/29 8:25 AM PDT,2017-04-29,2017-04-29 15:25:00 +0000,Empidonax wrightii,Gray Flycatcher
6028675,2017/04/29 9:04 AM PDT,2017-04-29,2017-04-29 16:04:00 +0000,Gymnorhinus cyanocephalus,Pinyon Jay
6028677,2017/04/29 10:00 AM PDT,2017-04-29,2017-04-29 17:00:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
6028680,2017/04/29 11:51 AM PDT,2017-04-29,2017-04-29 18:51:00 +0000,Phainopepla nitens,Phainopepla
